,algorithm,max_k,k,n_clusters,kmeans_gmm_adjusted_rand_index,kmeans_gmm_db_score,kmeans_gmm_v_measure,kmeans_init_time,opf_gmm_adjusted_rand_index,opf_gmm_db_score,opf_gmm_v_measure,opf_init_time,random_gmm_adjusted_rand_index,random_gmm_db_score,random_gmm_v_measure,random_init_time
0,opf_knn,17,17,17,0.12031320982313369,1.5694649060852073,0.3158102184835874,0.11184120178222656,0.6761579973432645,0.7860581772094193,0.5519830348862609,3.7918365001678467,0.13226104438852648,3.214421613811783,0.1826760570577173,0.09423112869262695
1,opf_kdtree,17,17,17,0.12031320982313369,1.5694649060852073,0.3158102184835874,0.10683059692382812,0.6761579973432645,0.7860581772094193,0.5519830348862609,0.635134220123291,0.13226104438852648,3.214421613811783,0.1826760570577173,0.01673150062561035
2,opf_annoy,17,17,18,0.11125009756749153,1.6042967258013439,0.3133400484944561,0.09790253639221191,0.7864169379471437,0.6972901897213498,0.6470257688910315,0.591069221496582,0.12465343497166619,3.223584422005433,0.17223196529091214,0.04993391036987305
3,opf_hnsw,17,17,17,0.12031320982313369,1.5694649060852073,0.3158102184835874,0.10967206954956055,0.6761579973432645,0.7860581772094193,0.5519830348862609,0.6933658123016357,0.13226104438852648,3.214421613811783,0.1826760570577173,0.10010743141174316
