,algorithm,max_k,k,n_clusters,kmeans_gmm_adjusted_rand_index,kmeans_gmm_db_score,kmeans_gmm_v_measure,kmeans_init_time,opf_gmm_adjusted_rand_index,opf_gmm_db_score,opf_gmm_v_measure,opf_init_time,random_gmm_adjusted_rand_index,random_gmm_db_score,random_gmm_v_measure,random_init_time
0,opf_knn,47,45,3,0,1.44061136200984,0.037782631741736,0.172316074371338,0,1.61310147019568,0.075390267917206,36.5942752361298,0,2.09885535978398,0.012490838783796,0.002691030502319
1,opf_kdtree,47,45,3,0,1.44061136200984,0.037782631741736,0.096545696258545,0,1.61310147019568,0.075390267917206,21.6233994960785,0,2.09885535978398,0.012490838783796,0.002941370010376
2,opf_annoy,47,46,3,0,1.44061136200984,0.037782631741736,0.083230495452881,0,1.53063743893609,0.067740571418788,25.6791932582855,0,2.09885535978398,0.012490838783796,0.002896785736084
3,opf_hnsw,47,47,3,0,1.44061136200984,0.037782631741736,0.07452917098999,0,1.53063743893609,0.067740571418788,27.6774356365204,0,2.09885535978398,0.012490838783796,0.002665996551514
